trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.995}",20,0,-133.5117098211658,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
2,False,"{'a': 0.1, 'e': 0.990025}",30,5,-182.1471523089316,"{0: 10, 1: 8, 2: 4, 3: 0, 4: 3}",1
3,False,"{'a': 0.1, 'e': 0.985074875}",20,0,-107.94287056462781,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
4,False,"{'a': 0.1, 'e': 0.9801495006250001}",20,0,-44.80039703560133,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
5,False,"{'a': 0.1, 'e': 0.9752487531218751}",20,0,-142.83363403258713,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
6,False,"{'a': 0.1, 'e': 0.9703725093562657}",30,0,-196.5817421390678,"{0: 18, 1: 4, 2: 4, 3: 0, 4: 4}",0
7,False,"{'a': 0.1, 'e': 0.9655206468094844}",25,15,-35.96674355818735,"{0: 7, 1: 1, 2: 0, 3: 2, 4: 0}",1
8,False,"{'a': 0.1, 'e': 0.960693043575437}",30,0,-118.95453422363248,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
9,False,"{'a': 0.1, 'e': 0.9558895783575597}",25,3,-151.88766091295952,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 2}",1
10,False,"{'a': 0.1, 'e': 0.9511101304657719}",20,0,-101.02222488659005,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
11,False,"{'a': 0.1, 'e': 0.946354579813443}",20,0,-111.69326053142753,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
12,False,"{'a': 0.1, 'e': 0.9416228069143757}",30,0,-147.51946763321644,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
13,False,"{'a': 0.1, 'e': 0.9369146928798039}",30,0,-104.4959201733024,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
14,False,"{'a': 0.1, 'e': 0.9322301194154049}",20,0,-80.76888438099034,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
15,False,"{'a': 0.1, 'e': 0.9275689688183278}",20,0,-101.66150149592528,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
16,False,"{'a': 0.1, 'e': 0.9229311239742362}",25,0,-112.91831148107529,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
17,False,"{'a': 0.1, 'e': 0.918316468354365}",25,19,4.173768273423777,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.1, 'e': 0.9137248860125932}",20,0,-69.57233754109889,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
19,False,"{'a': 0.1, 'e': 0.9091562615825302}",25,0,-145.30308558382634,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
20,False,"{'a': 0.1, 'e': 0.9046104802746175}",25,0,-151.5991824779329,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
21,False,"{'a': 0.1, 'e': 0.9000874278732445}",35,0,-118.90406270699032,"{0: 24, 1: 5, 2: 4, 3: 0, 4: 2}",0
22,False,"{'a': 0.1, 'e': 0.8955869907338783}",20,0,-130.67500165054716,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
23,False,"{'a': 0.1, 'e': 0.8911090557802088}",20,0,-51.002256985030776,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
24,False,"{'a': 0.1, 'e': 0.8866535105013078}",20,7,-33.24943740085494,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
25,False,"{'a': 0.1, 'e': 0.8822202429488013}",25,11,28.770374026659205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.1, 'e': 0.8778091417340573}",25,0,-200.8395368334401,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
27,False,"{'a': 0.1, 'e': 0.8734200960253871}",25,0,-178.2309428404614,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
28,False,"{'a': 0.1, 'e': 0.8690529955452602}",20,0,-253.2520629520689,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 5}",0
29,False,"{'a': 0.1, 'e': 0.8647077305675338}",25,4,-82.02691418300901,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 1}",1
30,False,"{'a': 0.1, 'e': 0.8603841919146962}",25,0,-33.6544634869087,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
31,False,"{'a': 0.1, 'e': 0.8560822709551227}",20,11,-6.552822618943184,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
32,False,"{'a': 0.1, 'e': 0.851801859600347}",25,11,-42.22634684046495,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
33,False,"{'a': 0.1, 'e': 0.8475428503023453}",25,10,-41.95623456971143,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
34,False,"{'a': 0.1, 'e': 0.8433051360508336}",20,0,-68.20909133807575,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
35,False,"{'a': 0.1, 'e': 0.8390886103705794}",25,0,-91.99879617498446,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
36,False,"{'a': 0.1, 'e': 0.8348931673187264}",20,0,-45.87341223542028,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
37,False,"{'a': 0.1, 'e': 0.8307187014821328}",30,2,-68.76205885414717,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 1}",1
38,False,"{'a': 0.1, 'e': 0.8265651079747222}",30,0,-66.05208063174487,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 0}",0
39,False,"{'a': 0.1, 'e': 0.8224322824348486}",25,6,-31.165942529460164,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
40,False,"{'a': 0.1, 'e': 0.8183201210226743}",20,0,-24.725168871095395,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
41,False,"{'a': 0.1, 'e': 0.8142285204175609}",25,0,-120.87220426122991,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
42,False,"{'a': 0.1, 'e': 0.810157377815473}",30,0,-69.07768172159102,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
43,False,"{'a': 0.1, 'e': 0.8061065909263957}",30,0,-127.61092812489726,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
44,False,"{'a': 0.1, 'e': 0.8020760579717637}",25,6,-103.57508547629561,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
45,False,"{'a': 0.1, 'e': 0.798065677681905}",20,0,-78.82391418541143,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
46,False,"{'a': 0.1, 'e': 0.7940753492934954}",25,0,-39.603737608794866,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
47,False,"{'a': 0.1, 'e': 0.7901049725470279}",20,0,-77.1123479194976,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
48,False,"{'a': 0.1, 'e': 0.7861544476842928}",25,0,-51.2197053193763,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
49,False,"{'a': 0.1, 'e': 0.7822236754458713}",30,10,-26.670792778717363,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
50,False,"{'a': 0.1, 'e': 0.778312557068642}",30,0,-107.73024330316785,"{0: 19, 1: 0, 2: 9, 3: 2, 4: 0}",0
51,False,"{'a': 0.1, 'e': 0.7744209942832988}",20,0,-111.7166547521786,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
52,False,"{'a': 0.1, 'e': 0.7705488893118823}",25,2,-164.59555810212626,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 3}",1
53,False,"{'a': 0.1, 'e': 0.7666961448653229}",30,0,-105.19546899144528,"{0: 17, 1: 6, 2: 6, 3: 0, 4: 1}",0
54,False,"{'a': 0.1, 'e': 0.7628626641409962}",20,0,-65.17444916763564,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
55,False,"{'a': 0.1, 'e': 0.7590483508202912}",20,0,-85.56037527768562,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
56,False,"{'a': 0.1, 'e': 0.7552531090661897}",30,12,-96.09310128578475,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 1}",1
57,False,"{'a': 0.1, 'e': 0.7514768435208588}",20,0,-93.84931077716824,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
58,False,"{'a': 0.1, 'e': 0.7477194593032545}",20,0,-6.1010391076677,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
59,False,"{'a': 0.1, 'e': 0.7439808620067382}",20,16,6.680409513181258,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.1, 'e': 0.7402609576967045}",35,14,-153.92539188383438,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 3}",1
61,False,"{'a': 0.1, 'e': 0.736559652908221}",20,0,-13.907635993906046,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
62,False,"{'a': 0.1, 'e': 0.7328768546436799}",25,0,-44.12873215327323,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
63,False,"{'a': 0.1, 'e': 0.7292124703704616}",20,0,-67.89903006162662,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
64,False,"{'a': 0.1, 'e': 0.7255664080186093}",20,0,-14.673414201579028,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
65,False,"{'a': 0.1, 'e': 0.7219385759785162}",30,4,-30.694407767165018,"{0: 18, 1: 5, 2: 3, 3: 0, 4: 0}",1
66,False,"{'a': 0.1, 'e': 0.7183288830986236}",25,0,-93.5537696946425,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
67,False,"{'a': 0.1, 'e': 0.7147372386831305}",25,7,-21.42780358511535,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
68,False,"{'a': 0.1, 'e': 0.7111635524897149}",25,0,-82.8503839937721,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
69,False,"{'a': 0.1, 'e': 0.7076077347272662}",20,0,-75.60062285980581,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
70,False,"{'a': 0.1, 'e': 0.7040696960536299}",20,0,-149.57210537222412,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
71,False,"{'a': 0.1, 'e': 0.7005493475733617}",20,8,4.310607025811395,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.1, 'e': 0.697046600835495}",25,0,-57.063023972882974,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
73,False,"{'a': 0.1, 'e': 0.6935613678313175}",25,14,-26.349125104059286,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
74,False,"{'a': 0.1, 'e': 0.6900935609921609}",20,0,-36.90076760035757,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
75,False,"{'a': 0.1, 'e': 0.6866430931872001}",20,8,-4.4554912056222395,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.1, 'e': 0.6832098777212641}",20,12,6.413335236229993,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.1, 'e': 0.6797938283326578}",25,0,-8.503402838342168,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
78,False,"{'a': 0.1, 'e': 0.6763948591909945}",20,10,-56.35258739383188,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 1}",1
79,False,"{'a': 0.1, 'e': 0.6730128848950395}",30,18,-20.34401794912115,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
80,False,"{'a': 0.1, 'e': 0.6696478204705644}",20,0,-113.99916371389885,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
81,False,"{'a': 0.1, 'e': 0.6662995813682115}",25,14,-29.873307771904667,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
82,False,"{'a': 0.1, 'e': 0.6629680834613705}",25,2,-41.83801436018955,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",1
83,False,"{'a': 0.1, 'e': 0.6596532430440636}",20,0,-19.57436233983121,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
84,False,"{'a': 0.1, 'e': 0.6563549768288433}",25,0,-24.918177656001017,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
85,False,"{'a': 0.1, 'e': 0.653073201944699}",25,10,-9.651563021114494,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
86,False,"{'a': 0.1, 'e': 0.6498078359349755}",20,0,-15.045319058435744,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
87,False,"{'a': 0.1, 'e': 0.6465587967553006}",20,0,-184.83845933520254,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
88,False,"{'a': 0.1, 'e': 0.6433260027715241}",25,0,-83.01207638524198,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
89,False,"{'a': 0.1, 'e': 0.6401093727576664}",20,0,-5.930588522558904,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
90,False,"{'a': 0.1, 'e': 0.6369088258938781}",20,0,-198.15110635652835,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
91,False,"{'a': 0.1, 'e': 0.6337242817644086}",20,8,-25.89932091707314,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
92,False,"{'a': 0.1, 'e': 0.6305556603555866}",35,11,-285.0481287170089,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 6}",1
93,False,"{'a': 0.1, 'e': 0.6274028820538087}",20,0,-27.872422142907546,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
94,False,"{'a': 0.1, 'e': 0.6242658676435396}",20,6,-29.863988569159087,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
95,False,"{'a': 0.1, 'e': 0.6211445383053219}",20,11,-1.892995693092186,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.1, 'e': 0.6180388156137953}",20,0,-18.18993053415366,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
97,False,"{'a': 0.1, 'e': 0.6149486215357263}",25,0,-162.31720587067787,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
98,False,"{'a': 0.1, 'e': 0.6118738784280476}",25,0,-69.07677933215479,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
99,False,"{'a': 0.1, 'e': 0.6088145090359074}",25,4,-123.36197307121213,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 1}",1
100,False,"{'a': 0.1, 'e': 0.6057704364907278}",25,11,-32.81431270911741,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
101,False,"{'a': 0.1, 'e': 0.6027415843082742}",20,0,-79.11002411150535,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
102,False,"{'a': 0.1, 'e': 0.5997278763867329}",20,0,-121.7733541307799,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
103,False,"{'a': 0.1, 'e': 0.5967292370047992}",30,16,-37.698201394357284,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
104,False,"{'a': 0.1, 'e': 0.5937455908197752}",20,8,-9.064766666490137,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.1, 'e': 0.5907768628656763}",25,7,-48.42882743644875,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.1, 'e': 0.5878229785513479}",30,0,-83.38479031253168,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
107,False,"{'a': 0.1, 'e': 0.5848838636585911}",20,0,-12.456207880280285,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
108,False,"{'a': 0.1, 'e': 0.5819594443402982}",25,0,-12.409210801064239,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
109,False,"{'a': 0.1, 'e': 0.5790496471185967}",25,0,-40.43192882258351,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
110,False,"{'a': 0.1, 'e': 0.5761543988830038}",25,12,-90.42082359442404,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 2}",1
111,False,"{'a': 0.1, 'e': 0.5732736268885887}",30,13,-83.143909855312,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 0}",1
112,False,"{'a': 0.1, 'e': 0.5704072587541458}",25,0,7.415139538967023,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
113,False,"{'a': 0.1, 'e': 0.567555222460375}",35,11,-4.165924700366925,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
114,False,"{'a': 0.1, 'e': 0.5647174463480732}",20,0,-15.37170076762958,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
115,False,"{'a': 0.1, 'e': 0.5618938591163328}",20,12,-51.96899948097412,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
116,False,"{'a': 0.1, 'e': 0.5590843898207511}",25,0,-31.66165198750462,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
117,False,"{'a': 0.1, 'e': 0.5562889678716474}",30,0,-33.80833889096482,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
118,False,"{'a': 0.1, 'e': 0.5535075230322891}",20,8,-30.86714109857915,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
119,False,"{'a': 0.1, 'e': 0.5507399854171277}",25,14,7.537425379974369,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.1, 'e': 0.547986285490042}",20,0,-12.570789884417009,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
121,False,"{'a': 0.1, 'e': 0.5452463540625918}",20,8,-4.615492742572359,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.1, 'e': 0.5425201222922789}",30,14,13.822198281419045,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.1, 'e': 0.5398075216808175}",20,0,-13.715949935928641,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
124,False,"{'a': 0.1, 'e': 0.5371084840724134}",35,13,-91.76990799422619,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 1}",1
125,False,"{'a': 0.1, 'e': 0.5344229416520513}",35,26,4.563595149806936,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.1, 'e': 0.531750826943791}",20,0,-150.7891093323703,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
127,False,"{'a': 0.1, 'e': 0.5290920728090721}",20,3,-98.46335521632682,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 2}",1
128,False,"{'a': 0.1, 'e': 0.5264466124450268}",30,16,-4.490354491769747,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 0.1, 'e': 0.5238143793828016}",25,3,-39.37747797658757,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
130,False,"{'a': 0.1, 'e': 0.5211953074858876}",25,0,-100.97847928979448,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
131,False,"{'a': 0.1, 'e': 0.5185893309484582}",20,0,-82.4887745249427,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
132,False,"{'a': 0.1, 'e': 0.5159963842937159}",20,9,-37.892412712758635,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
133,False,"{'a': 0.1, 'e': 0.5134164023722473}",35,22,-6.1121739261569665,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.1, 'e': 0.510849320360386}",25,13,-42.25999888524334,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
135,False,"{'a': 0.1, 'e': 0.5082950737585841}",20,11,-19.78045904538978,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.1, 'e': 0.5057535983897912}",30,15,4.8992371768922585,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
137,False,"{'a': 0.1, 'e': 0.5032248303978422}",20,0,-25.54127518238447,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
138,False,"{'a': 0.1, 'e': 0.500708706245853}",25,0,-51.0117617415627,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
139,False,"{'a': 0.1, 'e': 0.4982051627146237}",20,5,21.09410326823742,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.1, 'e': 0.49571413690105054}",25,0,-30.701048450361235,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
141,False,"{'a': 0.1, 'e': 0.4932355662165453}",25,0,-19.12342562798843,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
142,False,"{'a': 0.1, 'e': 0.4907693883854626}",25,6,-106.37681978002063,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 2}",1
143,False,"{'a': 0.1, 'e': 0.4883155414435353}",20,0,-39.268919383568424,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
144,False,"{'a': 0.1, 'e': 0.4858739637363176}",20,10,-67.15771802959884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
145,False,"{'a': 0.1, 'e': 0.483444593917636}",20,0,-7.158213790033711,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
146,False,"{'a': 0.1, 'e': 0.4810273709480478}",20,12,-9.411320257769642,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
147,False,"{'a': 0.1, 'e': 0.47862223409330756}",25,0,-52.86683271083601,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
148,False,"{'a': 0.1, 'e': 0.47622912292284103}",25,12,-109.30287645051965,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 2}",1
149,False,"{'a': 0.1, 'e': 0.4738479773082268}",30,18,4.55757882109134,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.1, 'e': 0.47147873742168567}",30,0,-208.40351099165883,"{0: 20, 1: 0, 2: 5, 3: 1, 4: 4}",0
151,False,"{'a': 0.1, 'e': 0.46912134373457726}",20,0,-72.24844581988036,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
152,False,"{'a': 0.1, 'e': 0.46677573701590436}",20,0,-77.30579037576929,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",1
153,False,"{'a': 0.1, 'e': 0.46444185833082485}",20,11,17.691104638387475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.1, 'e': 0.46211964903917074}",25,0,-44.741473669061996,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
155,False,"{'a': 0.1, 'e': 0.4598090507939749}",30,15,3.2171187179969225,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.1, 'e': 0.457510005540005}",30,14,-1.379367412857527,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.1, 'e': 0.45522245551230495}",25,0,-18.926781708145658,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
158,False,"{'a': 0.1, 'e': 0.4529463432347434}",25,14,18.789743109875957,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.1, 'e': 0.4506816115185697}",25,0,-43.612466402337716,"{0: 21, 1: 0, 2: 1, 3: 3, 4: 0}",0
160,False,"{'a': 0.1, 'e': 0.4484282034609769}",30,3,-7.192116711295667,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 0}",1
161,False,"{'a': 0.1, 'e': 0.446186062443672}",30,16,-22.007882881181253,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
162,False,"{'a': 0.1, 'e': 0.4439551321314536}",20,9,-41.377973241712304,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
163,False,"{'a': 0.1, 'e': 0.4417353564707963}",35,12,8.732457453077789,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.1, 'e': 0.43952667968844233}",25,11,13.901896732935974,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.1, 'e': 0.43732904629000013}",20,13,13.693648122034556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.1, 'e': 0.4351424010585501}",20,5,-64.05907936513307,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
167,False,"{'a': 0.1, 'e': 0.43296668905325736}",20,0,8.6496526016617,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
168,False,"{'a': 0.1, 'e': 0.43080185560799106}",30,4,-59.94704520349204,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 1}",1
169,False,"{'a': 0.1, 'e': 0.4286478463299511}",35,19,19.923961070759482,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.1, 'e': 0.42650460709830135}",25,3,12.322856748741184,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.1, 'e': 0.42437208406280985}",25,0,-52.751092324823254,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
172,False,"{'a': 0.1, 'e': 0.4222502236424958}",25,1,-107.15812703319419,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 1}",1
173,False,"{'a': 0.1, 'e': 0.42013897252428334}",25,0,-88.60197884675028,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
174,False,"{'a': 0.1, 'e': 0.4180382776616619}",20,1,-49.759375127752975,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
175,False,"{'a': 0.1, 'e': 0.4159480862733536}",20,8,6.218144339996156,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.1, 'e': 0.41386834584198684}",30,6,-28.98642548121889,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
177,False,"{'a': 0.1, 'e': 0.4117990041127769}",20,3,18.276816807325414,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.1, 'e': 0.40974000909221303}",30,7,-31.9250170112971,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 0}",1
179,False,"{'a': 0.1, 'e': 0.40769130904675194}",20,13,-47.87256244126971,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.1, 'e': 0.40565285250151817}",20,0,-1.9867390917637744,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
181,False,"{'a': 0.1, 'e': 0.4036245882390106}",20,0,-101.76994532914364,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
182,False,"{'a': 0.1, 'e': 0.4016064652978155}",25,2,-55.915168860862416,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
183,False,"{'a': 0.1, 'e': 0.3995984329713264}",25,12,-27.07702851439129,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.1, 'e': 0.3976004408064698}",35,6,-57.458122171438035,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 2}",1
